"","nickname","season","gamescore","impact","survive","efficiency","objective","n","classes","div"
"1055","Shifta",19,45.7841505611913,0.39467126952013,0.515331612389292,0.443281502508659,0.420758185646869,12,"scout","prem"
"1056","melons",26,45.7462287817562,0.386872809080899,0.459882128156659,0.447723854487019,0.564141741164242,7,"demoman","inter"
"1057","Ravu4",28,45.7260434760849,0.44747390301779,0.380181478720823,0.505770143698693,0.396449210018899,12,"soldier","inter"
"1058","Spade",23,45.7209388993891,0.405842614907185,0.445249966210045,0.494873228644864,0.585105562289562,19,"scout","prem"
"1059","ory",26,45.6833791309491,0.425077693763616,0.440064978723471,0.457204535275252,0.338584444710729,10,"medic","prem"
"1060","Precious.",24,45.6824654135988,0.355746112986882,0.557378734795714,0.423889479380558,0.429171345023948,10,"scout","inter"
"1061","SPACCEE",17,45.6618535739296,0.518287662374104,0.309909139621747,0.264076620369398,0.683641558229094,2,"soldier","prem"
"1062","blank",18,45.63556458789,0.501058927187071,0.349270141082973,0.348505337030564,0.323207283639134,16,"soldier","prem"
"1063","bird",20,45.6210834297623,0.260665092198395,0.503555015984804,0.59909033143676,0.489745742106169,7,"medic","prem"
"1064","Ghost",29,45.6207715668546,0.427604389539518,0.487088488187815,0.545432055892178,0.248806037099959,2,"medic","inter"
"1065","Rising",29,45.6049270434742,0.432745151901833,0.445651873120129,0.470848114862365,0.267312441075492,2,"medic","prem"
"1066","ayr",25,45.6025181406957,0.464130997008728,0.515411509597603,0.414607314741075,0.407974448384359,14,"soldier","inter"
"1067","K13R7N",18,45.5902047018141,0.414865036018079,0.421433833114314,0.439909234283133,0.483927544479831,6,"scout","prem"
"1068","sage",20,45.5854012043433,0.456999407915376,0.361680269486611,0.387959975676629,0.38460925842129,11,"soldier","prem"
"1069","Doge.exe has stopped working",20,45.5527665485484,0.284861449749756,0.488756360963641,0.57482795608105,0.432680119485205,2,"medic","prem"
"1070","Dragonfru",29,45.5327139037189,0.431365228677489,0.532250086872172,0.447214182860071,0.38100236987182,8,"soldier","inter"
"1071","skaz",27,45.5087386631182,0.466771931033415,0.334642396230755,0.523939344969944,0.258171752263001,12,"scout","inter"
"1072","bappo",28,45.5000210726621,0.325995401149537,0.576178247271666,0.475996361653566,0.582240888176052,2,"demoman","inter"
"1073","Paymh",16,45.4890049420772,0.323659470274647,0.284984740989844,0.51556536694065,0.751465925429859,1,"medic","prem"
"1074","cos coa",20,45.3985260051314,0.282578884154416,0.485886090381432,0.56437318205441,0.438670069926737,12,"medic","prem"
"1075","heebs",28,45.3933437893473,0.485200488615277,0.441206103875292,0.311981445152873,0.378233127609189,12,"scout","prem"
"1076","scandal",27,45.3704028464255,0.339722465404172,0.608051559193976,0.428094139099801,0.484593805751454,12,"scout","inter"
"1077","Gooseman",22,45.3657627682461,0.44952319470139,0.345798261019905,0.543425307851683,0.332769095035092,12,"demoman","prem"
"1078","Bitler",27,45.2911428041265,0.405307452999305,0.488253611340062,0.416401138945066,0.50649751006831,15,"demoman","inter"
"1079","ohai",27,45.2570138003856,0.517617461382967,0.221331429212338,0.535737433447243,0.217322666691076,2,"scout","prem"
"1080","hef",29,45.205424270087,0.446627002670051,0.435516186426401,0.446608517425794,0.356365572025809,6,"demoman","inter"
"1081","Mack",28,45.2031437489702,0.433365687761927,0.370121884323853,0.468900449939693,0.478640331775451,10,"scout","inter"
"1082","T3",26,45.2015903684559,0.430192661386713,0.458162464966381,0.320097824533184,0.473712303473334,2,"medic","prem"
"1083","Ravu4",25,45.1994335088109,0.452156788473523,0.451218512519538,0.492074870320475,0.429630077722135,14,"medic","inter"
"1084","xander",24,45.1839664133708,0.403307260166184,0.423106893378519,0.459940645784734,0.315767535948031,10,"medic","prem"
"1085","Mikcow",29,45.16522271052,0.489475897571923,0.389455478180973,0.352585216714521,0.434639854971154,4,"medic","inter"
"1086","Gooseman",15,45.1596345633797,0.322265886964603,0.515738787767281,0.46239824693946,0.563363294878469,6,"demoman","prem"
"1087","Sessal",24,45.1193919155029,0.488966670636321,0.248273091044522,0.524332696390809,0.343403329019686,4,"soldier","inter"
"1088","teejay",18,45.1178370293373,0.586945631361115,0.219383387958776,0.261403769019891,0.332338847829257,3,"scout","prem"
"1089","berko",21,45.0885959215763,0.408780828803469,0.483117317934817,0.460828971278376,0.330228379578678,12,"soldier","prem"
"1090","Paulsen",26,45.086953702046,0.408475299719145,0.467183001691708,0.395295370467112,0.568131118105195,19,"demoman","prem"
"1091","kELlEr",28,45.0849258625884,0.398466019860736,0.410217463153746,0.410669993443716,0.317281919750908,2,"medic","prem"
"1092","Bread",28,45.0758222514465,0.416021681063424,0.523231878721836,0.382875308160527,0.526186797261465,19,"scout","high"
"1093","Ahiru",28,45.056950728957,0.369726801181136,0.455398326885636,0.601287867756218,0.289691932764987,10,"soldier","high"
"1094","pav",24,45.0234910308377,0.328319865669702,0.532750291756351,0.454018712386035,0.492415703303236,10,"scout","inter"
"1095","Montgomery Wigglesworth",25,45.0189470748825,0.47447522782953,0.375014217172613,0.467092941553593,0.487662231634442,2,"medic","inter"
"1096","Ampersand",14,45.0142909847904,0.269010214344142,0.504270424806484,0.585531112879833,0.30918809233235,6,"medic","prem"
"1097","Michael",22,44.9990711878062,0.414292588511305,0.465779253000536,0.444379430346287,0.355473790488385,12,"medic","prem"
"1098","crunk",17,44.9960147968117,0.316762933877635,0.642691400717925,0.388370872260576,0.768470612994429,2,"scout","prem"
"1099","ekac",25,44.9942571113714,0.339688591965538,0.596264013903445,0.535411954049628,0.566602863566269,4,"soldier","inter"
"1100","snazzy",24,44.9596577691941,0.350802576720049,0.396926876340352,0.592644485181917,0.286049120027862,2,"medic","inter"
"1101","Bunneez",23,44.9463212512488,0.393969597485517,0.489331614807322,0.421299936078733,0.429973213673507,3,"medic","prem"
"1102","shivy",14,44.9321290475288,0.251806539473335,0.46329294388002,0.598212539360283,0.435712750340365,14,"medic","prem"
"1103","xander",24,44.8482054084508,0.419383398651919,0.401802960352443,0.409679749202762,0.275364472192337,2,"medic","inter"
"1104","obla",17,44.8340906334508,0.286796452573426,0.486618399114012,0.695680801084077,0.371771342855718,5,"medic","prem"
"1105","Big-Dad",15,44.8288545384068,0.39190352470245,0.450481521844823,0.463112547691381,0.364144323963814,16,"soldier","prem"
"1106","xander",19,44.8271729536975,0.257605668802087,0.479354061037151,0.593869845587946,0.42285443028798,12,"medic","prem"
"1107","MY AUDIO GOT HACKED PART IIII",28,44.8247164048938,0.339588636025886,0.672322540700996,0.44671889913945,0.366771949376154,4,"scout","high"
"1108","jen",20,44.8214074395978,0.268344061090373,0.45985459453399,0.601881288097335,0.366884226324411,9,"medic","prem"
"1109","Halfwrong",18,44.8142632792423,0.335801583974654,0.302551876545321,0.4901402352799,0.511010747807494,14,"medic","prem"
"1110","kcaj",25,44.7927842583861,0.375265178888379,0.519473991017034,0.519567997934678,0.361922943033652,8,"scout","inter"
"1111","Charlie",25,44.7647682226877,0.36160634768485,0.560684121033776,0.38769586355627,0.609284425796906,14,"scout","inter"
"1112","catfish",18,44.7630113209362,0.512995020139788,0.331204322919385,0.286035618291749,0.30354841160701,14,"soldier","prem"
"1113","Paulsen",25,44.7294106387232,0.379548693651976,0.41901084515335,0.459536371295637,0.532365732792323,15,"soldier","prem"
"1114","Paulsen",28,44.7258417009175,0.410979470281013,0.468290073470486,0.344928662486378,0.507884118273503,23,"demoman","prem"
"1115","Essence",28,44.7196758301669,0.445500373039626,0.345088930131524,0.313308298645972,0.345405765394257,10,"medic","prem"
"1116","Doge.exe has stopped working",17,44.7157630357936,0.310659770064959,0.537266011474366,0.583783941615656,0.522589447476904,18,"medic","prem"
"1117","samson",25,44.6885568288419,0.4328049124787,0.376106446421376,0.469252547812097,0.373632754736088,10,"soldier","prem"
"1118","encre",16,44.6741015266254,0.436648586896956,0.376585520536494,0.437559385550672,0.28200017756962,8,"demoman","prem"
"1119","Will",27,44.6214831062027,0.359830696319836,0.68098109673672,0.323256574132588,0.468780081988714,12,"demoman","inter"
"1120","Shifta",22,44.612406541564,0.463611025275371,0.533015385011176,0.299056734939117,0.350684097586006,8,"soldier","prem"
"1121","T3",26,44.5871320644858,0.427217186737831,0.555120565966021,0.332111730125375,0.512061177190242,20,"soldier","inter"
"1122","AiShou",19,44.5774725406168,0.316742588937009,0.610098732352863,0.467994730134944,0.473089458684027,2,"scout","prem"
"1123","horizon",29,44.572215643529,0.362895078746712,0.714880571358528,0.410166265588267,0.354827261402198,4,"soldier","inter"
"1124","matttt",27,44.5609352786591,0.413456643268757,0.409599911347928,0.458689503652186,0.388873340796196,14,"soldier","prem"
"1125","Precious.",26,44.5479707810561,0.330764519209549,0.647377426250494,0.390577623298284,0.544199444909442,13,"scout","inter"
"1126","emgee",15,44.481399439882,0.538706250412359,0.24485932022004,0.278227064838821,0.376576653827453,16,"soldier","prem"
"1127","knoxu",27,44.476590233475,0.320179933737167,0.563464333267514,0.486097309207127,0.52548061195108,4,"scout","inter"
"1128","blank",24,44.4468981427305,0.361192444135341,0.408183179761458,0.500924636396931,0.473247912344538,10,"demoman","inter"
"1129","Spade",22,44.4408310342158,0.435785976875875,0.470954631817745,0.436580313648002,0.383013350697698,12,"scout","prem"
"1130","sea anarchy",28,44.418393729387,0.398615599545439,0.432735841495595,0.396067497694114,0.465182973948831,10,"medic","inter"
"1131","Sean",18,44.3952711247184,0.259662944313819,0.391640552696594,0.558024671934491,0.486220553197927,16,"medic","prem"
"1132","Moop",29,44.3919987156769,0.303492379944614,0.577531314572239,0.436109155303766,0.446243588791844,6,"soldier","high"
"1133","Michael",28,44.3080909374506,0.487668944284955,0.373711609485642,0.274727150834796,0.400980217366183,2,"scout","inter"
"1134","dauq",24,44.2478070763358,0.426801098798048,0.40639042563951,0.463118895964596,0.404924038274861,13,"scout","prem"
"1135","scandal",26,44.2188700297089,0.297038627726612,0.70267254517617,0.328850599487643,0.618436279496559,4,"scout","inter"
"1136","oLae!",29,44.2164344509034,0.366851374637589,0.571419157085613,0.452210073252814,0.382676738129963,4,"demoman","inter"
"1137","Roro",18,44.2027161370246,0.499685227807743,0.278812818069957,0.372529383090164,0.283174578912806,3,"soldier","prem"
"1138","signedunknown",25,44.1907067480122,0.313792677534973,0.635000228147504,0.44545305829532,0.664103870606268,1,"medic","inter"
"1139","Emerude",21,44.1591261185027,0.462047579602011,0.292518118649031,0.469820598163843,0.305231620591771,10,"scout","prem"
"1140","ory",27,44.1229370944469,0.345499909225433,0.406553829556781,0.471267093366308,0.326607898625428,12,"medic","prem"
"1141","Mack",24,44.1086954434934,0.387736866281514,0.40589734292923,0.456174162350996,0.252510659011446,4,"medic","prem"
"1142","v4na",29,44.0916849804576,0.49143718868412,0.405282894596233,0.329343587937793,0.451861943519872,2,"medic","high"
"1143","starbucks",26,44.0697140427269,0.501376456657786,0.350096922436596,0.378181583479574,0.345186331828635,14,"scout","prem"
"1144","rain",24,44.0688127605781,0.405782342996679,0.310483838974895,0.463409082545419,0.439751442897705,10,"scout","inter"
"1145","dubious",28,44.063774934913,0.418642409139488,0.465544520088699,0.359287335304551,0.532829307131343,12,"soldier","inter"
"1146","Vashta",29,44.0607221237417,0.400232306672383,0.419584711719701,0.440518225906441,0.436783768409771,10,"medic","inter"
"1147","Rei",24,44.056032638288,0.476206314864441,0.336115314134936,0.403074057654539,0.401992431855251,10,"scout","prem"
"1148","adolo",29,44.0324781301077,0.426413822859195,0.48928264069991,0.404760581680834,0.358907425228672,10,"scout","prem"
"1149","Kir1to",29,43.9880544750405,0.406636223765391,0.462921410787145,0.30160360573922,0.396793854373591,2,"soldier","high"
"1150","lunar",26,43.9676192990367,0.473094771764618,0.449426258110365,0.32057316749275,0.394850123669722,12,"scout","prem"
"1151","kl",29,43.9183344933094,0.391634535877389,0.52097391260062,0.431140863892077,0.343193022705757,10,"soldier","prem"
"1152","rem",20,43.9165020928226,0.260901537194857,0.413837869610003,0.547266322659816,0.417193104842024,12,"medic","prem"
"1153","Vanquish",19,43.9038809073676,0.437213793498768,0.434718950159094,0.389855102248385,0.314215187510899,8,"scout","prem"
"1154","wzrd",14,43.8982898356502,0.330825751952385,0.543445062646543,0.470075612614172,0.432751377285829,10,"scout","prem"
"1155","berko",22,43.8945195431438,0.408152358802171,0.37230309219768,0.58378873188349,0.31838986532142,8,"soldier","prem"
"1156","beni",28,43.8819309198429,0.337667217338076,0.391431486536492,0.402147551084951,0.472726311967281,2,"medic","prem"
"1157","skaz",17,43.8617421598636,0.398133158454073,0.425134829376324,0.47105778649154,0.434568180360728,13,"soldier","prem"
"1158","zildjian",21,43.8422581750537,0.247745660090209,0.481541361822962,0.554993573474839,0.478554944147551,4,"medic","prem"
"1159","ohai",17,43.8231954945638,0.434334500038465,0.44230884130483,0.35652816651824,0.505776251290465,13,"scout","prem"
"1160","SoLe",20,43.8121120860876,0.347974649083353,0.53216577965471,0.392456203945607,0.579336314356443,12,"soldier","prem"
"1161","pudding",20,43.7766730348083,0.439521687522265,0.373486497722816,0.362307213398349,0.444463935076669,2,"scout","prem"
"1162","faithless",14,43.7546551412139,0.375578552897507,0.465573357834483,0.353003658885657,0.460414858568554,14,"demoman","prem"
"1163","Eternal",29,43.7331903356676,0.300662337506027,0.571762407478538,0.686119413990689,0.332743983896256,4,"soldier","inter"
"1164","snazzy",16,43.7209609553622,0.328208092067427,0.332725768630922,0.517355879186265,0.281485454344352,10,"medic","prem"
"1165","adolo",16,43.7136918964786,0.448964566878178,0.315904139417178,0.384301825844661,0.430438591555041,4,"scout","prem"
"1166","bird",18,43.7003736270814,0.274041289834538,0.400066738812106,0.515278410918617,0.331154799849897,14,"medic","prem"
"1167","Fozzlm",24,43.6558201872346,0.235975475266047,0.673067485420809,0.504045310813452,0.204828332369728,1,"medic","inter"
"1168","jane doe",24,43.6382967216572,0.430485509687961,0.238248050900867,0.532770658921389,0.280900296852009,2,"scout","inter"
"1169","Mikcow",26,43.6284486841076,0.440709471432978,0.379176397104818,0.42931686061099,0.443945671692918,8,"medic","inter"
"1170","hz",26,43.5770243244932,0.38867048666945,0.416958449523529,0.478197488522809,0.402904018744893,12,"demoman","inter"
"1171","lunar",19,43.5671215120644,0.357435548419438,0.53712467445967,0.370585102776915,0.515059865538463,12,"scout","prem"
"1172","Fez",29,43.5666673087759,0.422839857990566,0.444811176563594,0.41341393345862,0.339788828659161,10,"soldier","prem"
"1173","ayr",27,43.5221013938294,0.337879816048171,0.391231638651703,0.462929134639024,0.300049898149964,2,"medic","prem"
"1174","lunar",29,43.5109735758442,0.388751141714031,0.56024849940681,0.329806760764995,0.495984925508738,6,"demoman","high"
"1175","kpc",24,43.4990383874915,0.388400494267094,0.453196417469509,0.498886670410521,0.307690455589373,2,"soldier","prem"
"1176","b25",14,43.4757316588862,0.452850028512671,0.386656254567987,0.309813955989766,0.360840933275102,2,"soldier","prem"
"1177","Drazil",16,43.4622518789548,0.248387146481168,0.759257112982788,0.362705026904623,0.605962955316921,2,"scout","prem"
"1178","boen",23,43.3722350363252,0.505911048160873,0.283307746714958,0.453082896435101,0.207087997288929,2,"soldier","prem"
"1179","catfish",28,43.3419975086959,0.47522091952209,0.351611245952265,0.345573337738288,0.372887663336092,12,"demoman","inter"
"1180","zildjian",25,43.2690641421002,0.402482312894841,0.41030884738571,0.614867188969358,0.34478084219811,8,"soldier","inter"
"1181","campbell",20,43.2535768791171,0.4303116753496,0.344615650893938,0.315151633649609,0.461423275577911,4,"demoman","prem"
